sample,feature,shap
59,sex,-0.012257027108665235
59,chest pain type,-0.318825325974089
59,resting bp s,-0.003648846283545205
59,cholesterol,-0.02022029990147902
59,fasting blood sugar,-0.008011812456485948
59,resting ecg,-0.03047373831592361
59,max heart rate,-0.024201851815898963
59,exercise angina,-0.007738917109307066
59,oldpeak,0.0050874276788839545
59,ST slope,-0.12489238943904268
60,age,0.009883403732672168
60,sex,0.010416307082206337
60,chest pain type,0.1733851462779605
60,resting bp s,-0.005654923268503624
60,cholesterol,0.023118353762852633
60,fasting blood sugar,-0.0082552586166286
60,resting ecg,-0.020097444446571393
60,max heart rate,0.024065096946402856
60,exercise angina,0.029448997667743428
60,oldpeak,0.021143663217048952
60,ST slope,0.1572017705618863
61,age,0.06152711385803277
61,sex,-0.007783274964884823
61,chest pain type,-0.013705090397865742
61,resting bp s,0.03966179053841133
61,cholesterol,-0.009857088077669112
61,fasting blood sugar,0.008500144876411979
61,resting ecg,-0.04465722483462035
61,max heart rate,-0.01302368667850987
61,exercise angina,0.001027725179917535
61,oldpeak,0.0035574995022919524
61,ST slope,0.18903507111312698
62,age,0.0030983094006594766
62,sex,-0.007030885205251107
62,chest pain type,-0.0401589587851564
62,resting bp s,-0.012519967408533889
62,cholesterol,-0.026630141739917866
62,fasting blood sugar,-0.0011556161228632417
62,resting ecg,-0.05296134155836908
62,max heart rate,-0.006709880340476787
62,exercise angina,0.009358172058984086
62,oldpeak,0.0005004192697943674
62,ST slope,0.22385856940744947
63,age,0.01827966733990715
63,sex,0.02169780037209194
63,chest pain type,0.2107166379624205
63,resting bp s,-0.0011885607912587555
63,cholesterol,0.012539609121477526
63,fasting blood sugar,-0.022133996603502563
63,resting ecg,-0.038234979076117816
63,max heart rate,-0.012562709737532549
63,exercise angina,0.08012765136028092
63,oldpeak,0.06828699761851317
63,ST slope,-0.14173445507132112
64,age,-0.07370206804654984
64,sex,-0.03185947963302023
64,chest pain type,-0.04970729536339985
64,resting bp s,0.009426594102039384
64,cholesterol,-0.008727203506426166
64,fasting blood sugar,-0.021494091938923873
64,resting ecg,-0.05662209645253088
64,max heart rate,0.05218886703550412
64,exercise angina,-0.016868677214187167
64,oldpeak,0.030836287600130696
64,ST slope,-0.15129416004287183
65,age,0.005890430559739603
65,sex,0.025703113706143116
65,chest pain type,0.12557065276859747
65,resting bp s,-0.0005381626342248982
65,cholesterol,-0.0050218289861930065
65,fasting blood sugar,-0.007585595823755221
65,resting ecg,0.029339419628465323
65,max heart rate,0.021168868807494485
65,exercise angina,0.038046808220223695
65,oldpeak,-0.002188548311039714
65,ST slope,0.17646314385824657
66,age,-0.0721648378969816
66,sex,-0.07535549889168636
66,chest pain type,-0.09077330178574029
66,resting bp s,0.015312038886923425
66,cholesterol,-0.006545226337084224
66,fasting blood sugar,-0.009433932284666305
66,resting ecg,-0.07607894831052599
66,max heart rate,0.027263734063173877
66,exercise angina,0.029410150960280303
66,oldpeak,-0.05968380437086235
66,ST slope,-0.17259704138104648
67,age,-0.07242309314991975
67,sex,0.014367096041630096
67,chest pain type,0.10377715647237352
67,resting bp s,0.05763110572175943
67,cholesterol,0.07836207559232371
67,fasting blood sugar,0.07268825235645575
67,resting ecg,-0.00023842021785169478
67,max heart rate,-0.030089558286094487
67,exercise angina,-0.03654166862685079
67,oldpeak,-0.1374607598594148
67,ST slope,-0.21495694961282416
